,0,1,2,3,4
charit,0,0,0,0,0
chariti,0,0,0,0,0
charl,0,0,0,0,0
charleston,0,0,0,0,0
chart,0,0,0,0,0
charter,0,0,0,0,0
chase,0,0,0,0,0
chat,0,0,0,0,0
chatter,0,0,0,0,0
chatti,0,0,0,0,0
chauffeur,0,0,0,0,0
cheap,0,0,0,0,0
cheaper,0,0,0,0,0
cheapest,0,0,0,0,0
cheapli,0,0,0,0,0
cheat,0,0,0,0,0
check,0,0,2,0,0
checker,0,0,0,0,0
checkout,0,0,0,0,0
cheddar,0,0,0,0,0
cheer,0,0,0,0,0
cheeri,0,0,0,0,0
chees,0,0,0,0,0
cheese,0,0,0,0,0
cheeseburg,0,0,0,0,0
cheesi,0,0,0,0,0
cheez,0,0,0,0,0
chef,0,0,0,0,0
chemic,0,0,0,0,0
chemicals,0,0,0,0,0
cherri,0,0,0,0,0
chess,0,0,0,0,0
chevi,0,0,0,0,0
chevrolet,0,0,0,0,0
chevron,0,0,0,0,0
chew,0,0,0,0,0
chewi,0,0,0,0,0
chi,0,0,0,0,0
chic,0,0,0,0,0
chicago,0,0,0,0,0
chicen,0,0,0,0,0
chick,0,0,0,0,0
chicken,0,0,0,0,0
chicket,0,0,0,0,0
chickfila,0,1,0,0,0
chicknugget,0,0,0,0,0
chik,0,0,0,0,0
chikfila,0,0,0,0,0
child,0,0,0,0,0
childhood,0,0,0,0,0
children,0,0,0,0,0
chili,0,0,0,0,0
chill,0,0,0,0,0
chillin,0,0,0,0,0
chin,0,0,0,0,0
chinatown,0,0,0,0,0
chines,0,0,0,0,0
chip,0,0,0,0,0
chipotl,0,0,0,0,0
chit,0,0,0,0,0
chitti,0,0,0,0,0
choc,0,0,0,0,0
chocolate,0,0,0,0,0
chocolateat,0,0,0,0,0
chocolateate,0,0,0,0,0
chocolateatt,0,0,0,0,0
choic,0,0,0,0,0
choir,0,0,0,0,0
choke,0,0,0,0,0
chola,0,0,0,0,0
cholesterol,0,0,0,0,0
choos,0,0,0,0,0
chooser,0,0,0,0,0
choosi,0,0,0,0,0
chop,0,0,0,0,0
choreograph,0,0,0,0,0
chorizo,0,0,0,0,0
chose,0,0,0,0,0
chosen,0,0,0,0,0
chow,0,0,0,0,0
chrissak,0,0,0,0,0
christ,0,0,0,0,0
christian,0,0,0,0,0
christma,0,0,0,0,0
chromosom,0,0,0,0,0
chronic,0,0,0,0,0
chronicles,0,0,0,0,0
chubbi,0,0,0,0,0
chuck,0,0,0,0,0
chuckl,0,0,0,0,0
chucklefuck,0,0,0,0,0
chuckles,0,0,0,0,0
church,0,0,0,0,0
cicero,0,0,0,0,0
cigarett,0,0,0,0,0
cinnabun,0,0,0,0,0
cinnamon,0,0,0,0,0
circl,0,0,0,0,0
circu,0,0,0,0,0
circumst,0,0,0,0,0
citi,0,0,0,0,0
citizen,0,0,0,0,0
civil,0,0,0,0,0
ck,0,0,0,0,0
cking,0,0,0,0,0
ckn,0,0,0,0,0
clad,0,0,0,0,0
claim,0,0,0,0,0
clairmont,0,0,0,0,0
clamor,0,0,0,0,0
clarifi,0,0,0,0,0
clark,0,0,0,0,0
class,0,0,0,0,0
classi,0,0,0,0,0
classic,0,0,0,0,0
classiest,0,0,0,0,0
classroom,0,0,0,0,0
claud,0,0,0,0,0
clean,0,0,0,0,0
cleaner,0,0,0,0,0
cleanest,0,0,0,0,0
cleanli,0,0,0,0,0
clear,0,0,0,0,0
clearli,0,0,0,0,0
clerk,0,0,0,0,0
cleveland,0,0,0,0,0
clever,0,0,0,0,0
click,0,0,0,0,0
client,0,0,0,0,0
cliental,0,0,0,0,0
clientel,0,0,0,0,0
climb,0,0,0,0,0
clinic,0,0,0,0,0
clinton,0,0,0,0,0
cliqu,0,0,0,0,0
clock,0,0,0,0,0
clog,0,0,0,0,0
cloggin,0,0,0,0,0
clos,0,0,0,0,0
close,0,0,0,0,0
closer,0,0,0,0,0
closest,0,0,0,0,0
closet,0,0,0,0,0
cloth,0,0,0,0,0
clothing,0,0,0,0,0
cloud,0,0,0,0,0
clown,0,0,0,0,0
club,0,0,0,0,0
clue,0,0,0,0,0
clueless,0,0,0,0,0
clump,0,0,0,0,0
co,0,0,0,0,0
coach,0,0,0,0,0
coast,0,0,0,0,0
coat,0,0,0,0,0
coca,0,0,0,0,0
cockroach,0,0,0,0,0
code,0,0,0,0,0
coff,0,0,0,0,0
coffe,0,0,0,0,0
coffee,0,0,0,0,0
coffeehop,0,0,0,0,0
coin,0,0,0,0,0
coincid,0,0,0,0,0
coit,0,0,0,0,0
cok,0,0,0,0,0
coke,0,0,0,0,0
cola,0,0,0,0,0
cold,0,0,0,0,0
colder,0,0,0,0,0
colleagu,0,0,0,0,0
collect,0,0,0,0,0
colleg,0,0,0,0,0
college,0,0,0,0,0
collin,0,0,0,0,0
colloqui,0,0,0,0,0
colonoscopi,0,0,0,0,0
color,0,0,0,0,0
columbu,0,0,0,0,0
com,0,0,0,0,0
coma,0,0,0,0,0
combin,0,0,0,0,0
combo,0,0,0,0,0
come,0,0,0,0,0
comedi,0,0,0,0,0
comfi,0,0,0,0,0
comfort,0,0,0,0,0
comic,0,0,0,0,0
command,0,0,0,0,0
commend,0,0,0,0,0
comment,0,0,0,0,0
commentari,0,0,0,0,0
commerci,0,0,0,0,0
common,0,0,0,0,0
commot,0,0,0,0,0
commun,0,0,0,0,0
communic,0,0,0,0,0
commut,0,0,0,0,0
compact,0,0,0,0,0
compani,0,0,0,0,0
companion,0,0,0,0,0
compar,0,0,0,0,0
comparison,0,0,0,0,0
compel,0,0,0,0,0
compens,0,0,0,0,0
compet,0,0,0,0,0
competit,0,0,0,0,0
competition,0,0,0,0,0
competitors,0,0,0,0,0
complac,0,0,0,0,0
complain,0,0,0,0,0
complaint,0,0,0,0,0
complet,1,0,0,0,0
complex,0,0,0,0,0
complic,0,0,0,0,0
compliment,0,0,0,0,0
comprehens,0,0,0,0,0
compris,0,0,0,0,0
compromis,0,0,0,0,0
comput,0,0,0,0,0
comrad,0,0,0,0,0
con,0,0,0,0,0
concept,0,0,0,0,0
concern,0,0,0,0,0
concis,0,0,0,0,0
conclus,0,0,0,0,0
concret,0,0,0,0,0
condescend,0,0,0,0,0
condiment,0,0,0,0,0
condit,0,0,0,0,0
condition,0,0,0,0,0
condon,0,0,0,0,0
cone,0,0,0,0,0
confess,0,0,0,0,0
confid,0,0,0,0,0
configur,0,0,0,0,0
confirm,0,0,0,0,0
conflict,0,0,0,0,0
confront,0,0,0,0,0
confus,0,0,0,0,0
congeal,0,0,0,0,0
congest,0,0,0,0,0
congrat,0,0,0,0,0
congreg,0,0,0,0,0
connect,0,0,0,0,0
connoisseur,0,0,0,0,0
conquer,0,0,0,0,0
consci,0,0,0,0,0
consequ,0,0,0,0,0
consid,0,0,0,0,0
consider,0,0,0,0,0
consist,0,0,0,0,1
consistent,0,0,0,0,0
const,0,0,0,0,0
constant,0,0,0,0,0
constantli,0,0,0,0,0
constraint,0,0,0,0,0
construct,0,0,0,0,0
consul,0,0,0,0,0
consum,0,0,0,0,0
consumpt,0,0,0,0,0
cont,0,0,0,0,0
contact,0,0,0,0,0
contain,0,0,0,0,0
contamin,0,0,0,0,0
contempl,0,0,0,0,0
contemporari,0,0,0,0,0
contend,0,0,0,0,0
content,0,0,0,0,0
contest,0,0,0,0,0
continent,0,0,0,0,0
continu,0,0,0,0,0
contractor,0,0,0,0,0
contradict,0,0,0,0,0
contrapt,0,0,0,0,0
contrast,0,0,0,0,0
control,0,0,0,0,0
conveni,0,0,0,0,0
convent,0,0,0,0,0
convers,0,0,0,0,0
convert,0,0,0,0,0
convinc,0,0,0,0,0
cook,0,0,0,0,0
cooked,0,0,0,0,0
cooki,0,0,0,0,0
cookies,0,0,0,0,0
cooking,0,0,0,0,0
cool,0,0,0,0,0
coolest,0,0,0,0,0
cooter,0,0,0,0,0
cop,0,0,0,0,0
copi,0,0,0,0,0
copy,0,0,0,0,0
cor,0,0,0,0,0
cord,0,0,0,0,0
cordial,0,0,0,0,0
core,0,0,0,0,0
corn,0,0,0,0,0
corner,0,0,0,0,0
cornflak,0,0,0,0,0
corp,0,0,0,0,0
corpor,0,0,0,0,0
correct,0,0,0,0,0
correctli,0,0,0,0,0
correctly,0,0,1,0,0
corridor,0,0,0,0,0
cosby,0,0,0,0,0
cost,0,0,0,0,0
costco,0,0,0,0,0
costmer,0,0,0,0,0
costum,0,0,0,0,0
cough,0,0,0,0,0
could,0,0,1,0,1
couldnt,0,0,0,0,0
count,0,0,0,0,0
counter,0,0,0,0,0
countertop,0,0,0,0,0
counti,0,0,0,0,0
countless,0,0,0,0,1
countri,0,0,0,0,0
coup,0,0,0,0,0
coupl,0,0,0,0,0
coupon,0,0,0,0,0
coupons,0,0,0,0,0
cours,0,0,0,0,0
course,0,0,0,0,0
court,0,0,0,0,0
courteou,0,0,0,0,0
courtesi,0,0,0,0,0
cousin,0,0,0,0,0
couv,0,0,0,0,0
cove,0,0,0,0,0
coven,0,0,0,0,0
cover,0,1,0,0,0
coverag,0,0,0,0,0
covet,0,0,0,0,0
cow,0,0,0,0,0
cowboy,0,0,0,0,0
cowgirl,0,0,0,0,0
cowork,0,0,0,0,0
coworker,0,0,0,0,0
coz,0,0,0,0,0
cozi,0,0,0,0,0
cpd,0,0,0,0,0
crabbi,0,0,0,0,0
crack,0,0,0,0,0
crackhead,0,0,0,0,0
craig,0,0,0,0,0
craigslist,0,0,0,0,0
cramp,0,0,0,0,0
crap,0,0,0,0,0
crappi,0,0,0,0,0
crappier,0,0,0,0,0
crappiest,0,0,0,0,0
crash,0,0,0,0,0
crave,0,0,0,0,0
crawl,0,0,0,0,0
crawler,0,0,0,0,0
cray,0,0,0,0,0
crazi,0,0,0,0,0
cream,0,0,0,0,0
creamer,0,0,0,0,0
creami,0,0,0,0,0
creams,0,0,0,0,0
creat,0,0,0,0,0
creation,0,0,0,0,0
creativ,0,0,0,0,0
cred,0,0,0,0,0
credenti,0,0,0,0,0
credit,0,0,0,0,0
creek,0,0,0,0,0
creep,0,0,0,0,0
creeper,0,0,0,0,0
creepi,0,0,0,0,0
creepy,0,0,0,0,0
crematorium,0,0,0,0,0
creme,0,0,0,0,0
crevic,0,0,0,0,0
crew,0,0,0,0,0
cri,0,0,0,0,0
crime,0,0,0,0,0
crimin,0,0,0,0,0
criminal,0,0,0,0,0
cring,0,0,0,0,0
crisp,0,0,0,0,0
crispi,0,0,0,0,0
crispy,0,0,0,0,0
critic,0,0,0,0,0
critiqu,0,0,0,0,0
crock,0,0,0,0,0
cross,0,0,0,0,0
crossroad,0,0,0,0,0
crow,0,0,0,0,0
crowbar,0,0,0,0,0
crowd,0,0,0,0,0
crown,0,0,0,0,0
crucial,0,0,0,0,0
crud,0,0,0,0,0
cruis,0,0,0,0,0
crumb,0,0,0,0,0
crumbl,0,0,0,0,0
crumpl,0,0,0,0,0
crunch,0,0,0,0,0
crunchi,0,0,0,0,0
crush,0,0,0,0,0
crust,0,0,0,0,0
crusti,0,0,0,0,0
crystal,0,0,0,0,0
ct,0,0,0,0,0
ctown,0,0,0,0,0
cu,0,0,0,0,0
cubicl,0,0,0,0,0
cuervo,0,0,0,0,0
cuisin,0,0,0,0,0
culinari,0,0,0,0,0
cultur,0,0,0,0,0
cum,0,0,0,0,0
cup,0,0,0,0,0
curb,0,0,0,0,0
cure,0,0,0,0,0
curios,0,0,0,0,0
curiou,0,0,0,0,0
curl,0,0,0,0,0
current,0,0,0,0,0
curri,0,0,0,0,0
curs,0,0,0,0,0
cursori,0,0,0,0,0
curt,0,0,0,0,0
cushion,0,0,0,0,0
cuss,0,0,0,0,0
custom,0,1,0,0,0
customer,0,0,0,0,0
customers,0,0,0,0,0
custum,0,0,0,0,0
cut,0,0,0,0,0
cute,0,0,0,0,0
cuti,0,0,0,0,0
cuz,0,0,0,0,0
cycl,0,0,0,0,0
cyrpess,0,0,0,0,0
dab,0,0,0,0,0
dad,0,0,0,0,0
daddi,0,0,0,0,0
daili,0,0,0,0,0
dainti,0,0,0,0,0
dairi,0,0,0,0,0
dalia,0,0,0,0,0
dalla,0,0,0,0,0
dallas,0,0,0,0,0
damag,0,0,0,0,0
damm,0,0,0,0,0
dammit,0,0,0,0,0
damn,0,0,0,0,0
damnedest,0,0,0,0,0
damp,0,0,0,0,0
danc,0,0,0,0,0
dang,0,0,0,0,0
danger,0,0,0,0,0
dangerous,0,0,0,0,0
dangit,0,0,0,0,0
daniel,0,0,0,0,0
dannon,0,0,0,0,0
dant,0,0,0,0,0
dare,0,0,0,0,0
dark,0,0,0,0,0
darn,0,0,0,0,0
darth,0,0,0,0,0
dash,0,0,0,0,0
dat,0,0,0,0,0
data,0,0,0,0,0
date,0,0,0,0,0
datelin,0,0,0,0,0
daughter,0,0,0,0,0
davidson,0,0,0,0,0
dawn,0,0,0,0,0
day,0,0,0,0,0
daycar,0,0,0,0,0
daylight,0,0,0,0,0
daytim,0,0,0,0,0
dbl,0,0,0,0,0
ddd,0,0,0,0,0
de,0,0,0,0,0
dead,0,0,0,0,0
deadlin,0,0,0,0,0
deaf,0,0,0,0,0
deal,0,0,0,0,0
dealership,0,0,0,0,0
dear,0,0,0,0,0
death,0,0,0,0,0
debacl,0,0,0,0,0
debat,0,0,0,0,0
debilit,0,0,0,0,0
debit,0,0,0,0,0
debri,0,0,0,0,0
dec,0,0,0,0,0
decad,0,0,0,0,0
decades,0,0,0,0,0
decaf,0,0,0,0,0
decatur,0,0,0,0,0
decent,0,0,0,0,0
decid,0,0,0,0,0
decidedli,0,0,0,0,0
deciph,0,0,0,0,0
decis,0,0,0,0,0
declin,0,0,0,0,0
deco,0,0,0,0,0
deconstruct,0,0,0,0,0
decor,0,0,0,0,0
dee,0,0,0,0,0
deem,0,0,0,0,0
deep,0,0,0,0,0
def,0,0,0,0,0
default,0,0,0,0,0
defeat,0,0,0,0,0
defend,0,0,0,0,0
defens,0,0,0,0,0
defi,0,0,0,0,0
defiantli,0,0,0,0,0
defici,0,0,0,0,0
defin,0,0,0,0,0
definit,0,0,0,0,0
deflat,0,0,0,0,0
defrost,0,0,0,0,0
degener,0,0,0,0,0
degre,0,0,0,0,0
degrees,0,0,0,0,0
dekalb,0,0,0,0,0
del,0,0,0,0,0
delay,0,0,0,0,0
deli,0,0,0,0,0
deliber,0,0,0,0,0
delicaci,0,0,0,0,0
delici,0,0,0,0,0
delicious,0,0,0,0,0
deliciouso,0,0,0,0,0
delight,0,0,0,0,0
deliv,0,0,0,0,0
deliveri,0,0,0,0,0
delux,0,0,0,0,0
demand,0,0,0,0,0
demeanor,0,0,0,0,0
demo,0,0,0,0,0
demograph,0,0,0,0,0
demon,0,0,0,0,0
den,0,0,0,0,0
deni,0,0,0,0,0
denni,0,0,0,0,0
dens,0,0,0,0,0
depart,0,0,0,0,0
depend,0,0,0,0,0
depot,0,0,0,0,0
depp,0,0,0,0,0
depress,0,0,0,0,0
depriv,0,0,0,0,0
derelict,0,0,0,0,0
descent,0,0,0,0,0
describ,0,0,0,0,0
descript,0,0,0,0,0
desert,0,0,0,0,0
deserv,0,0,0,0,0
design,0,0,0,0,0
desir,0,0,0,0,0
desk,0,0,0,0,0
desol,0,0,0,0,0
desper,0,0,0,0,0
despis,0,0,0,0,0
despit,0,0,0,0,0
dessert,0,0,0,0,0
destin,0,0,0,0,0
detail,0,0,0,0,0
details,0,0,0,0,0
determin,0,0,0,0,0
deuc,0,0,0,0,0
develop,0,0,0,0,0
devil,0,0,0,0,0
devoid,0,0,0,0,0
devour,0,0,0,0,0
deyelp,0,0,0,0,0
dfw,0,0,0,0,0
di,0,0,0,0,0
diabet,0,0,0,0,0
diabol,0,0,0,0,0
dial,0,0,0,0,0
diamond,0,0,0,0,0
diaper,0,0,0,0,0
diarrhea,0,0,0,0,0
dick,0,0,0,0,0
didnt,0,0,0,0,0
die,0,0,0,0,0
diet,0,0,0,0,0
differ,0,0,0,0,0
difference,0,0,0,0,0
different,0,0,0,0,0
difficult,0,0,0,0,0
difficulti,0,0,0,0,0
diffus,0,0,0,0,0
digit,0,0,0,0,0
digniti,0,0,0,0,0
digress,0,0,0,0,0
dilat,0,0,0,0,0
dilig,0,0,0,0,0
dill,0,0,0,0,0
dime,0,0,0,0,0
dimwit,0,0,0,0,0
din,0,0,0,0,0
dine,0,0,0,0,0
diner,0,0,0,0,0
ding,0,0,0,0,0
dinki,0,0,0,0,0
dinn,0,0,0,0,0
dinner,0,0,0,0,0
dip,0,0,0,0,0
dipper,0,0,0,0,0
direct,0,0,0,0,0
directli,0,0,0,0,0
dirt,0,0,0,0,0
dirti,0,1,0,0,0
dirtier,0,0,0,0,0
dirtiest,0,0,0,0,0
dirty,0,0,0,0,0
dis,0,0,0,0,0
disabl,0,0,0,0,0
disapoint,0,0,0,0,0
disappear,0,0,0,0,0
disappoint,0,0,0,0,0
disapprov,0,0,0,0,0
disast,0,0,0,0,0
disciplin,0,0,0,0,0
disclaim,0,0,0,0,0
disclosur,0,0,0,0,0
discontinu,0,0,0,0,0
discourag,0,0,0,0,0
discourt,0,0,0,0,0
discov,0,0,0,0,0
discoveri,0,0,0,0,0
discrep,0,0,0,0,0
discuss,0,0,0,0,0
discust,0,0,0,0,0
disdain,0,0,0,0,0
diseas,0,0,0,0,0
disgrac,0,0,0,0,0
disguis,0,0,0,0,0
disgust,0,0,0,0,0
disgusting,0,0,0,0,0
disgustingli,0,0,0,0,0
dish,0,0,0,0,0
dishonest,0,0,0,0,0
disinfect,0,0,0,0,0
disinterest,0,0,0,0,0
dislik,0,0,0,0,0
dislike,0,0,0,0,0
dismay,0,0,0,0,0
dismiss,0,0,0,0,0
dismissive,0,0,0,0,0
disorgan,0,0,0,0,0
dispar,0,0,0,0,0
dispens,0,0,0,0,0
dispenser,0,0,0,0,0
display,0,0,0,0,0
displeas,0,0,0,0,0
disregard,0,0,0,0,0
disrespect,0,0,0,0,0
disrespectful,0,0,0,0,0
dissapoint,0,0,0,0,0
dissatisfi,0,0,0,0,0
dissolv,0,0,0,0,0
distanc,0,0,0,0,0
distinctli,0,0,0,0,0
distract,0,0,0,0,0
district,0,0,0,0,0
disturb,0,0,0,0,0
disturbingli,0,0,0,0,0
ditch,0,0,0,0,0
diva,0,0,0,0,0
dive,0,0,0,0,0
diversifi,0,0,0,0,0
divid,0,0,0,0,0
divided,0,0,0,0,0
dmv,0,0,0,0,0
dna,0,0,0,0,0
doc,0,0,0,0,0
dock,0,0,0,0,0
docksid,0,0,0,0,0
document,0,0,0,0,0
documentari,0,0,0,0,0
dodg,0,0,0,0,0
doe,0,0,0,0,0
doesnt,0,0,0,0,0
dog,0,0,0,0,0
doh,0,0,0,0,0
doldrum,0,0,0,0,0
dole,0,0,0,0,0
doll,0,0,0,0,0
dolla,0,0,0,0,0
dollar,0,0,0,0,0
dolli,0,0,0,0,0
dome,0,0,0,0,0
donald,0,0,0,0,0
donat,0,0,0,0,0
done,0,0,0,0,0
dong,0,0,0,0,0
dont,0,0,0,0,0
donut,0,0,0,0,0
dooki,0,0,0,0,0
doom,0,0,0,0,0
door,0,1,0,0,0
dose,0,0,0,0,0
doubl,0,0,0,0,0
double,0,0,0,0,0
doubt,0,0,0,0,0
douchebag,0,0,0,0,0
doughnut,0,0,0,0,0
dougla,0,0,0,0,0
dous,0,0,0,0,0
downey,0,0,0,0,0
downright,0,0,0,0,0
downsid,0,0,0,0,0
downstair,0,0,0,0,0
downtown,0,0,0,0,0
doz,0,0,0,0,0
dozen,0,0,0,0,0
dp,0,0,0,0,0
dq,0,0,0,0,0
dr,0,0,0,0,0
drag,0,0,0,0,0
dragon,0,0,0,0,0
drama,0,0,0,0,0
draw,0,0,0,0,0
drawer,0,0,0,0,0
dread,0,0,0,0,0
dream,0,0,0,0,0
dregg,0,0,0,0,0
drench,0,0,0,0,0
dress,0,0,1,0,0
drew,0,0,0,0,0
dri,0,0,0,0,0
drift,0,0,0,0,0
drill,0,0,0,0,0
drink,0,0,0,0,0
drinker,0,0,0,0,0
drinks,0,0,0,0,0
drinksohgodwhy,0,0,0,0,0
drip,0,0,0,0,0
driv,0,0,0,0,0
drive,1,0,0,0,0
driven,0,0,0,0,0
driver,0,0,0,0,0
drivethru,0,0,0,0,0
driveway,0,0,0,0,0
drivin,0,0,0,0,0
driving,0,0,0,0,0
drool,0,0,0,0,0
drop,0,1,0,0,0
droplet,0,0,0,0,0
drove,0,0,0,0,0
drug,0,0,0,0,0
druid,0,0,0,0,0
drunk,0,0,0,0,0
drunken,0,0,0,0,0
dryer,0,0,0,0,0
drywal,0,0,0,0,0
ds,0,0,0,0,0
dsw,0,0,0,0,0
dt,0,0,0,0,0
dtla,0,0,0,0,0
duaghter,0,0,0,0,0
dual,0,0,0,0,0
dubiou,0,0,0,0,0
dude,0,0,0,0,0
due,0,0,0,0,0
dug,0,0,0,0,0
duh,0,0,0,0,0
duhhh,0,0,0,0,0
dull,0,0,0,0,0
dumb,0,0,0,0,0
dumbass,0,0,0,0,0
dumbest,0,0,0,0,0
dumbfound,0,0,0,0,0
dump,0,0,0,0,0
dumpster,0,0,0,0,0
dun,0,0,0,0,0
dunde,0,0,0,0,0
dunkin,0,0,0,0,0
dunno,0,0,0,0,0
dur,0,0,0,0,0
durango,0,0,0,0,0
dure,0,0,0,0,0
duti,0,0,0,0,0
dvd,0,0,0,0,0
dwell,0,0,0,0,0
dynam,0,0,0,0,0
dysfunct,0,0,0,0,0
ear,0,0,0,0,0
earli,0,0,0,0,0
earlier,0,0,0,0,0
earliest,0,0,0,0,0
earn,0,0,0,0,1
earth,0,0,0,0,0
eas,0,0,0,0,0
easi,0,0,0,0,0
easier,0,0,0,0,0
easiest,0,0,0,0,0
easili,0,0,0,0,0
east,0,0,0,0,0
easter,0,0,0,0,0
eat,0,0,0,0,1
eatabl,0,0,0,0,0
eaten,0,0,0,0,0
eater,0,0,0,0,0
eateri,0,0,0,0,0
eating,0,0,0,0,0
eatmorechicken,0,0,0,0,0
eccentr,0,0,0,0,0
echo,0,0,0,0,0
economi,0,0,0,0,0
ect,0,0,0,0,0
ed,0,0,0,0,0
edg,0,0,0,0,0
edge,0,0,0,0,0
edibl,0,0,0,0,0
edit,0,0,0,0,0
eduardo,0,0,0,0,0
educ,0,0,0,0,0
ee,0,0,0,0,0
eeoc,0,0,0,0,0
eff,0,0,0,0,0
effect,0,0,0,0,0
effici,0,0,0,0,0
effin,0,0,0,0,0
effort,0,0,0,0,0
efforttyp,0,0,0,0,0
egg,0,0,0,0,0
eggshel,0,0,0,0,0
eggwhit,0,0,0,0,0
egress,0,0,0,0,0
eh,0,0,0,0,0
ehh,0,0,0,0,0
eho,0,0,0,0,0
eight,0,0,0,0,0
einstein,0,0,0,0,0
either,0,1,0,0,0
eject,0,0,0,0,0
el,0,0,0,0,0
elabor,0,0,0,0,0
elbow,0,0,0,0,0
elder,0,0,0,0,0
elderli,0,0,0,0,0
electr,0,0,0,0,0
electrician,0,0,0,0,0
electron,0,0,0,0,0
eleg,0,0,0,0,0
eleph,0,0,0,0,0
elimin,0,0,0,0,0
elit,0,0,0,0,0
ella,0,0,0,0,0
ellen,0,0,0,0,0
eloqu,0,0,0,0,0
els,0,1,1,0,0
else,0,0,0,0,0
elsewher,0,0,0,0,0
elus,0,0,0,0,0
elveru,0,0,0,0,0
em,0,0,0,0,0
email,0,0,0,0,0
embarrass,0,0,0,0,0
embassi,0,0,0,0,0
emerg,0,0,0,0,0
emili,0,0,0,0,0
emit,0,0,0,0,0
emma,0,0,0,0,0
emori,0,0,0,0,0
emphas,0,0,0,0,0
employ,0,0,0,0,0
employe,0,0,0,0,0
empti,0,0,0,0,0
en,0,0,0,0,0
encor,0,0,0,0,0
encount,0,0,0,0,0
encourag,0,0,0,0,0
end,0,0,0,0,1
endless,0,0,0,0,0
endlessli,0,0,0,0,0
endur,0,0,0,0,0
energet,0,0,0,0,0
energi,0,0,0,0,0
enforc,0,0,0,0,0
engin,0,0,0,0,0
english,0,0,0,0,0
engulf,0,0,0,0,0
enjoy,0,0,0,0,0
enough,0,0,0,0,0
enrag,0,0,0,0,0
enriqu,0,0,0,0,0
enstein,0,0,0,0,0
ensur,0,0,0,0,0
enter,0,0,0,0,0
entertain,0,0,0,0,0
enthusiast,0,0,0,0,0
entir,0,0,0,0,0
entitl,0,0,0,0,0
entranc,0,0,0,0,0
entrance,0,0,0,0,0
entre,0,0,0,0,0
entri,0,0,0,0,0
enuff,0,0,0,0,0
enunci,0,0,0,0,0
environ,0,0,0,0,0
environment,0,0,0,0,0
epic,0,0,0,0,0
episod,0,0,0,0,0
equal,0,0,0,0,0
equi,0,0,0,0,0
equip,0,0,0,0,0
equival,0,0,0,0,0
er,0,0,0,0,0
ergh,0,0,0,0,0
ernesto,0,0,0,0,0
error,0,0,0,0,0
es,0,0,0,0,0
escal,0,0,0,0,0
escap,0,0,0,0,0
escape,0,0,0,0,0
escargot,0,0,0,0,0
eschew,0,0,0,0,0
escort,0,0,0,0,0
esp,0,0,0,0,0
espa,0,0,0,0,0
especi,0,0,0,0,0
espn,0,0,0,0,0
espresso,0,0,0,0,0
essenti,0,0,0,0,0
establish,0,0,0,0,0
establishment,0,0,0,0,0
etc,0,0,0,0,0
etern,0,0,0,0,0
ethic,0,0,0,0,0
ethnic,0,0,0,0,0
euclid,0,0,0,0,0
euro,0,0,0,0,0
ev,0,0,0,0,0
eve,0,0,0,0,0
even,0,0,0,0,0
evenings,0,0,0,0,0
event,0,0,0,0,0
eventu,0,0,0,0,0
ever,1,0,0,0,0
everi,1,0,0,0,1
everwher,0,0,0,0,0
every1,0,0,0,0,0
everybodi,0,0,0,0,0
everyday,0,0,0,0,0
everyon,0,0,0,0,1
everyth,0,0,0,0,0
everything,0,0,0,0,0
everytim,0,0,0,0,0
everywher,0,0,0,0,0
evid,0,0,0,0,0
evil,0,0,0,0,0
ew,0,0,0,0,0
eww,0,0,0,0,0
ewww,0,0,0,0,0
ewwww,0,0,0,0,0
ewwwwthes,0,0,0,0,0
ex,0,0,0,0,0
exacerb,0,0,0,0,0
exact,0,0,0,0,0
exactli,0,0,0,0,0
exagger,0,0,0,0,0
examin,0,0,0,0,0
exampl,0,0,0,0,0
excalibur,0,0,0,0,0
exce,0,0,0,0,0
exceed,0,0,0,0,0
excel,0,0,0,0,0
except,0,0,0,0,0
excerpt,0,0,0,0,0
excess,0,0,0,0,0
exchang,0,0,0,0,0
excis,0,0,0,0,0
excit,0,0,0,0,0
excitedli,0,0,0,0,0
exclaim,0,0,0,0,0
exclam,0,0,0,0,0
exclus,0,0,0,0,0
excruci,0,0,0,0,0
excruciatingli,0,0,0,0,0
excus,0,0,0,0,0
excuse,0,0,0,0,0
excuses,0,0,0,0,0
exec,0,0,0,0,0
execut,0,0,0,0,0
exercis,0,0,0,0,0
exert,0,0,0,0,0
exhaust,0,0,0,0,0
exhibit,0,0,0,0,0
exist,0,0,0,0,0
exit,0,0,0,0,0
expans,0,0,0,0,0
expect,0,0,0,0,0
expediency,0,0,0,0,0
expedit,0,0,0,0,0
expens,0,0,0,0,0
experi,0,0,0,0,0
experienc,0,0,0,0,0
experience,0,0,0,0,0
experienced,0,0,0,0,0
expir,0,0,0,0,0
explain,0,0,0,0,0
explan,0,0,0,0,0
exploit,0,0,0,0,0
explor,0,0,0,0,0
explos,0,0,0,0,0
expo,0,0,0,0,0
expos,0,0,0,0,0
express,0,0,0,0,0
ext,0,0,0,0,0
extend,0,0,0,0,0
extens,0,0,0,0,0
extent,0,0,0,0,0
exterior,0,0,0,0,0
extra,0,0,0,0,0
extract,0,0,0,0,0
extraordinari,0,0,0,0,0
extrem,0,0,0,0,0
extremley,0,0,0,0,0
extremli,0,0,0,0,0
exud,0,0,0,0,0
ey,0,0,0,0,0
